chrom	chromStart	chromEnd	name	pHaplo
chr7	131185020	131242976	PODXL	0.9
chr7	131808090	132333447	PLXNA4	0.99
chr7	134429002	134655479	CALD1	0.99
chr7	135046546	135194875	CNOT4	0.97
chr7	135242666	135333505	NUP205	0.98
chr7	135611508	135662101	MTPN	0.9
chr7	137065782	137531838	DGKI	0.97
chr7	138145078	138274738	TRIM24	0.99
chr7	138516125	138666064	KIAA1549	0.91
chr7	138915101	138992982	UBN2	0.96
chr7	139025104	139108198	C7orf55-LUC7L2	0.97
chr7	139246315	139477577	HIPK2	0.98
chr7	140152839	140179369	MKRN1	0.95
chr7	140218219	140373793	DENND2A	0.92
chr7	140419126	140624564	BRAF	1.0
chr7	140774031	141180180	TMEM178B	0.88
chr7	148395005	148498128	CUL1	1.0
chr7	148504474	148581413	EZH2	0.99
chr7	148823507	148880116	ZNF398	0.86
chr7	149128453	149158214	ZNF777	0.92
chr7	150642048	150675403	KCNH2	0.98
chr7	150754296	150773614	SLC4A2	0.87
chr7	150782917	150841523	AGAP3	0.93
chr7	150845675	150871832	GBX1	0.95
chr7	151163097	151217206	RHEB	0.93
chr7	151253196	151574210	PRKAG2	0.97
chr7	151832009	152133090	KMT2C	1.0
chr7	152456833	152552463	ACTR3B	0.94
chr7	153584181	154685995	DPP6	0.92
chr7	154735396	154794794	PAXIP1	1.0
chr7	155089485	155101945	INSIG1	0.93
chr7	155174770	155189051	AC008060.7	0.92
chr7	155250823	155257526	EN2	1.0
chr7	155266900	155326557	CNPY1	0.94
chr7	155437144	155574179	RBM33	0.99
chr7	155592679	155604967	SHH	1.0
chr7	156432974	156469824	RNF32	0.91
chr7	156786744	156803345	MNX1	0.99
chr7	156931606	157062066	UBE3C	0.99
chr7	157128074	157210133	DNAJB6	0.98
chr7	157331749	158380480	PTPRN2	0.98
chr7	158424002	158497520	NCAPG2	0.97
chr8	439802	495781	TDRP	0.93
chr8	1449531	1656642	DLGAP2	0.96
chr8	1703943	1734738	CLN8	0.91
chr8	2792874	4852494	CSMD1	0.92
chr8	9413423	9639856	TNKS	0.95
chr8	10581277	10697357	SOX7	0.98
chr8	10753554	11058875	XKR6	0.98
chr8	11534467	11617511	GATA4	0.99
chr8	12579402	12613582	LONRF1	0.9
chr8	12940869	13373167	DLC1	0.94
chr8	17086736	17104387	CNOT7	0.99
chr8	19674650	19709594	INTS10	0.93
chr8	20054877	20084330	ATP6V1B2	0.93
chr8	20103675	20161474	LZTS1	0.94
chr8	21777179	21864096	XPO7	0.99
chr8	21899908	21906320	FGF17	0.91
chr8	22462144	22479027	CCAR2	0.9
chr8	22545171	22550815	EGR3	0.94
chr8	23559963	23564111	NKX2-6	0.93
chr8	25699245	25902913	EBF2	0.99
chr8	26149006	26230196	PPP2R2A	0.98
chr8	26371790	26515694	DPYSL2	0.98
chr8	27168998	27316903	PTK2B	0.89
chr8	28747910	28922281	HMBOX1	0.98
chr8	29190580	29208185	DUSP4	0.96
chr8	30241943	30429778	RBPMS	0.99
chr8	31496901	32622548	NRG1	0.98
chr8	35092974	35654068	UNC5D	0.89
chr8	37962759	38001594	ASH2L	0.93
chr8	38127214	38239790	WHSC1L1	0.99
chr8	38268655	38326352	FGFR1	0.99
chr8	41119480	41167016	SFRP1	0.93
chr8	41510738	41754280	ANK1	0.96
chr8	41786996	41909508	KAT6A	0.99
chr8	42273992	42397069	SLC20A2	0.87
chr8	42752074	42885682	HOOK3	0.93
chr8	48685668	48872743	PRKDC	0.96
chr8	49830248	49834299	SNAI2	0.91
chr8	53023398	53373519	ST18	0.86
chr8	53535015	53658403	RB1CC1	0.97
chr8	55370494	55373448	SOX17	0.92
chr8	57073462	57123883	PLAG1	0.9
chr8	61591336	61779465	CHD7	1.0
chr8	65492813	65496181	BHLHE22	0.94
chr8	67540721	67579452	VCPIP1	0.94
chr8	67955313	67996018	COPS5	0.93
chr8	68085746	68255912	ARFGEF1	0.99
chr8	71021996	71316040	NCOA2	0.99
chr8	71485676	71520622	TRAM1	0.88
chr8	72109667	72274467	EYA1	0.9
chr8	73449625	73850584	KCNB2	0.87
chr8	74202505	74208024	RPL7	0.97
chr8	74206846	74237516	RDH10	0.96
chr8	77593453	77779521	ZFHX4	0.99
chr8	81397853	81438500	ZBTB10	0.94
chr8	87354966	87490649	WWP1	0.98
chr8	89044236	89340254	MMP16	0.86
chr8	92967202	93115514	RUNX1T1	0.99
chr8	95499920	95565757	KIAA1429	0.97
chr8	95653301	95719694	ESRP1	0.97
chr8	95825538	95893974	INTS8	0.95
chr8	97154561	97173020	GDF6	0.99
chr8	99037078	99058697	RPL30	0.94
chr8	99956630	99964332	OSR2	0.97
chr8	101269287	101348446	RNF19A	0.9
chr8	101698043	101735037	PABPC1	0.99
chr8	101928752	101965616	YWHAZ	0.95
chr8	102504659	102681954	GRHL2	0.99
chr8	103265239	103425069	UBR5	1.0
chr8	103838584	103906092	AZIN1	0.97
chr8	104512975	105268322	RIMS2	0.86
chr8	105501458	105601252	LRP12	0.87
chr8	106330919	106816760	ZFPM2	0.98
chr8	107282472	107764922	OXR1	0.89
chr8	109213444	109447562	EIF3E	0.91
chr8	110346552	110358182	ENY2	0.88
chr8	116420723	116821899	TRPS1	1.0
chr8	117858173	117887105	RAD21	0.99
chr8	118806728	119124092	EXT1	0.99
chr8	120569325	120685693	ENPP2	0.86
chr8	121072018	121384275	COL14A1	0.88
chr8	121392999	121457642	MRPL13	0.87
chr8	122624355	122653630	HAS2	0.98
chr8	124260695	124287781	ZHX1	0.89
chr8	124332089	124428590	ATAD2	0.98
chr8	124510128	124553446	FBXO32	0.95
chr8	125486978	125500155	RNF139	0.86
chr8	125563030	125740730	MTSS1	0.99
chr8	126010738	126034525	SQLE	0.95
chr8	126442562	126450647	TRIB1	0.97
chr8	128747679	128753674	MYC	0.93
chr8	130851838	131029375	FAM49B	0.97
chr8	131064352	131455906	ASAP1	0.99
chr8	132916334	133025889	EFR3A	0.89
chr8	133133107	133493200	KCNQ3	0.94
chr8	133787617	133861052	PHF20L1	0.98
chr8	134249413	134314265	NDRG1	0.89
chr8	134467090	134584183	ST3GAL1	0.9
chr8	135490030	135725292	ZFAT	0.96
chr8	136469699	136668965	KHDRBS3	0.96
chr8	139142265	139509065	FAM135B	0.98
chr8	140613080	140715299	KCNK9	0.98
chr8	140742585	141468678	TRAPPC9	0.93
chr8	141541263	141645718	AGO2	0.99
chr8	141667998	142012315	PTK2	1.0
chr8	143530790	143626370	BAI1	0.97
chr8	144806102	144815971	FAM83H	0.87
chr8	145554227	145559943	SCRT1	0.86
chr8	146015149	146017972	RPL8	0.96
chr9	214853	465259	DOCK8	0.99
chr9	841689	969090	DMRT1	0.99
chr9	976963	991731	DMRT3	0.99
chr9	1050353	1057552	DMRT2	0.99
chr9	2015341	2193624	SMARCA2	1.0
chr9	2621833	2660053	VLDLR	0.98
chr9	3218296	3526004	RFX3	1.0
chr9	3824126	4348392	GLIS3	0.93
chr9	4490443	4587469	SLC1A1	0.93
chr9	4679558	4708398	CDC37L1	0.99
chr9	4711154	4742043	AK3	0.95
chr9	4792868	4885917	RCL1	0.94
chr9	4985032	5128183	JAK2	0.99
chr9	5450502	5470566	CD274	0.91
chr9	5629024	5776557	KIAA1432	0.95
chr9	5765075	5833117	ERMP1	0.86
chr9	5881595	6007901	KIAA2026	0.88
chr9	6413150	6507054	UHRF2	1.0
chr9	6720862	7175648	KDM4C	0.91
chr9	8314245	10612723	PTPRD	0.99
chr9	14081841	14398982	NFIB	1.0
chr9	15464063	15511017	PSIP1	0.98
chr9	16409500	16870841	BNC2	1.0
chr9	19230432	19374139	DENND4C	0.92
chr9	19375712	19380252	RPS6	0.98
chr9	20341662	20622542	MLLT3	0.99
chr9	21967750	21995300	CDKN2A	0.89
chr9	23690101	23826335	ELAVL2	0.97
chr9	27109138	27230173	TEK	0.92
chr9	32540541	32552551	TOPORS	0.94
chr9	33025208	33039905	DNAJA1	0.86
chr9	33041761	33076665	SMU1	0.94
chr9	33817564	33920402	UBE2R2	0.92
chr9	34551429	34590121	CNTFR	0.97
chr9	35056060	35073246	VCP	0.93
chr9	35696944	35732392	TLN1	0.98
chr9	36336392	36487545	RNF38	0.96
chr9	36833271	37034103	PAX5	0.97
chr9	37800498	37867663	DCAF10	0.86
chr9	37919130	38069210	SHB	0.95
chr9	74966340	74980163	ZFAND5	0.94
chr9	77112280	77308093	RORB	0.94
chr9	80331002	80646374	GNAQ	0.99
chr9	82186687	82341658	TLE4	1.0
chr9	84198597	84304220	TLE1	0.99
chr9	86274877	86323118	UBQLN1	0.9
chr9	86582997	86595569	HNRNPK	1.0
chr9	87283465	87638505	NTRK2	0.93
chr9	88556060	88637213	NAA35	0.97
chr9	88902647	88969369	ZCCHC6	0.99
chr9	90112142	90323548	DAPK1	0.97
chr9	93564068	93660831	SYK	0.95
chr9	94171326	94186144	NFIL3	0.88
chr9	95947197	96082854	WNK2	0.89
chr9	96214003	96328397	FAM120A	0.99
chr9	96338688	96441869	PHF2	0.89
chr9	98205261	98279339	PTCH1	1.0
chr9	100395907	100436030	NCBP1	0.98
chr9	100615535	100618986	FOXE1	0.87
chr9	100745642	100778225	ANP32B	0.96
chr9	101050390	101471479	GABBR2	0.97
chr9	101866319	101916474	TGFBR1	0.92
chr9	102584136	102629173	NR4A3	0.93
chr9	103064358	103115221	TEX10	0.98
chr9	106856540	106903698	SMC2	0.91
chr9	107543282	107690518	ABCA1	0.88
chr9	108006902	108201452	SLC44A1	0.97
chr9	109625377	109775915	ZNF462	1.0
chr9	110045417	110094475	RAD23B	0.98
chr9	110247132	110252763	KLF4	0.96
chr9	111777431	111882225	TMEM245	0.86
chr9	111934254	112083244	EPB41L4B	0.97
chr9	112137745	112260590	PTPN3	0.91
chr9	112542768	112934792	AKAP2	0.9
chr9	113127530	113342160	SVEP1	0.92
chr9	114122971	114247025	KIAA0368	0.96
chr9	114980714	115095947	PTBP3	0.94
chr9	116037622	116055185	PRPF4	0.96
chr9	116638561	116818871	ZNF618	0.98
chr9	116917839	117074791	COL27A1	0.97
chr9	118916082	119164601	PAPPA	0.98
chr9	119187503	120177348	ASTN2	0.88
chr9	121915735	122131745	BRINP1	0.93
chr9	123363090	123476748	MEGF9	0.95
chr9	123514255	123555690	FBXW2	0.98
chr9	123617976	123639606	PHF19	0.97
chr9	123940414	123985292	RAB14	0.97
chr9	124329335	124547809	DAB2IP	0.98
chr9	124964855	124991905	LHX6	0.99
chr9	125026881	125085743	MRRF	0.86
chr9	125606834	125667620	RC3H2	0.98
chr9	125703111	125867145	RABGAP1	0.99
chr9	125871778	126030855	STRBP	0.99
chr9	126141932	126692431	DENND1A	0.97
chr9	126763948	126795580	LHX2	0.98
chr9	127115744	127177723	PSMB7	0.94
chr9	127243515	127269709	NR5A1	0.99
chr9	127279553	127533589	NR6A1	0.99
chr9	127620158	127624260	RPL35	0.89
chr9	127704886	127905785	SCAI	0.93
chr9	127908851	127952218	PPP6C	0.96
chr9	127997131	128003609	HSPA5	0.89
chr9	128024072	128129486	GAPVD1	0.97
chr9	128199671	128469513	MAPKAP1	0.98
chr9	128509623	128729656	PBX3	0.97
chr9	129089127	129269320	MVB12B	0.93
chr9	129376721	129463311	LMX1B	1.0
chr9	129622943	129648157	ZBTB34	0.93
chr9	129677052	129985445	RALGPS1	0.95
chr9	129986543	130155939	GARNL3	0.89
chr9	130209952	130213684	RPL12	0.94
chr9	130374543	130457460	STXBP1	0.99
chr9	130577290	130617035	ENG	0.98
chr9	130965657	131017527	DNM1	0.91
chr9	131018107	131038274	GOLGA2	0.87
chr9	131314865	131395941	SPTAN1	1.0
chr9	131445702	131458679	SET	0.94
chr9	131709977	131769375	NUP188	0.97
chr9	132649465	132805473	FNBP1	0.93
chr9	133320315	133376661	ASS1	0.92
chr9	133454351	133513739	FUBP3	0.98
chr9	133539980	133558368	PRDM12	0.98
chr9	133589332	133763062	ABL1	0.99
chr9	133884468	133969860	LAMC3	0.9
chr9	134000947	134110057	NUP214	0.92
chr9	134133462	134151934	FAM78A	0.87
chr9	134269479	134375584	PRRC2B	0.98
chr9	134452156	134615461	RAPGEF1	0.97
chr9	135037333	135119921	NTNG2	0.99
chr9	135136742	135230372	SETX	0.97
chr9	135457571	135465653	BARHL1	0.98
chr9	135468383	135545788	DDX31	0.94
chr9	135545421	135570342	GTF3C4	0.87
chr9	135766734	135820020	TSC1	1.0
chr9	136215068	136218281	RPL7A	0.98
chr9	136279477	136324508	ADAMTS13	0.86
chr9	136895426	136933657	BRD3	0.89
chr9	137000486	137025093	WDR5	0.97
chr9	137208943	137332431	RXRA	0.94
chr9	137533619	137736686	COL5A1	1.0
chr9	137967267	138013025	OLFM1	0.95
chr9	138700332	138799074	CAMSAP1	0.98
chr9	139088095	139096955	LHX3	0.94
chr9	139334548	139372141	SEC16A	0.92
chr9	139388895	139440314	NOTCH1	0.98
chr9	140032841	140063207	GRIN1	0.93
chr9	140476530	140484942	ZMYND19	0.88
chr9	140513443	140764468	EHMT1	1.0
chr9	140772240	141019076	CACNA1B	0.98
chr10	180404	300577	ZMYND11	1.0
chr10	320129	735683	DIP2C	1.0
chr10	855483	977564	LARP4B	0.98
chr10	1034337	1065876	GTPBP4	0.98
chr10	1085847	1095110	IDI1	0.95
chr10	1095477	1178237	WDR37	0.98
chr10	1228072	1779670	ADARB2	0.97
chr10	3108524	3179904	PFKP	0.89
chr10	3818187	3827473	KLF6	0.99
chr10	5726800	5805703	FAM208B	0.96
chr10	5807185	5884095	GDI2	0.99
chr10	5931534	5979556	FBXO18	0.94
chr10	6130949	6159420	RBM17	0.99
chr10	6469104	6622263	PRKCQ	0.93
chr10	7200585	7453450	SFMBT2	1.0
chr10	7792924	7829990	KIN	0.87
chr10	7860466	8058590	TAF3	0.98
chr10	8095566	8117161	GATA3	0.99
chr10	11047258	11378674	CELF2	0.98
chr10	11495944	11653753	USP6NL	0.95
chr10	11962020	12085169	UPF2	0.99
chr10	12391480	12877545	CAMK1D	0.95
chr10	13359423	13390297	SEPHS1	0.99
chr10	13685705	14504141	FRMD4A	0.99
chr10	14880162	14913740	HSPA14	0.94
chr10	14920818	14946314	SUV39H2	0.97
chr10	15144582	15210692	NMT2	0.89
chr10	15253641	15413061	FAM171A1	0.97
chr10	16555741	16564004	C1QL3	0.91
chr10	17270257	17279592	VIM	0.91
chr10	17686123	17757913	STAM	0.88
chr10	21802406	21814611	SKIDA1	0.91
chr10	21823093	22032559	MLLT10	0.99
chr10	22610139	22620413	BMI1	0.99
chr10	23481255	23483181	PTF1A	0.97
chr10	23983674	24836772	KIAA1217	0.95
chr10	24872537	25012597	ARHGAP21	0.99
chr10	27035521	27150016	ABI1	0.88
chr10	27399382	27444195	YME1L1	0.89
chr10	28821421	28912041	WAC	0.99
chr10	30598729	30663377	MTPAP	0.95
chr10	30722865	30750762	MAP3K8	0.96
chr10	32297937	32345359	KIF5B	0.99
chr10	32556678	32667726	EPC1	0.99
chr10	33189246	33294720	ITGB1	0.97
chr10	33466419	33625190	NRP1	0.99
chr10	34398487	35104253	PARD3	0.97
chr10	35297478	35379570	CUL2	0.96
chr10	43572474	43625799	RET	0.97
chr10	43881064	43904614	HNRNPF	0.88
chr10	52750944	54058110	PRKG1	0.96
chr10	60272899	60591195	BICC1	0.87
chr10	61548520	61666414	CCDC6	0.86
chr10	61786055	62493248	ANK3	1.0
chr10	63661058	63856703	ARID5B	1.0
chr10	64571755	64679660	EGR2	0.97
chr10	64926980	65225722	JMJD1C	0.99
chr10	69681664	69835105	HERC4	0.93
chr10	70090930	70102948	HNRNPH3	0.86
chr10	70320412	70454239	TET1	0.97
chr10	70480768	70552134	CCAR1	0.96
chr10	70715883	70744829	DDX21	0.97
chr10	71812551	71872036	H2AFY2	0.95
chr10	74766974	74856732	P4HA1	0.91
chr10	75196185	75255782	PPP3CB	0.94
chr10	75504119	75531919	SEC24C	0.94
chr10	75545339	75561551	ZSWIM8	0.94
chr10	76585339	76792380	KAT6B	1.0
chr10	76969911	76991206	VDAC2	0.9
chr10	77157587	77161664	ZNF503	0.93
chr10	78629358	79398353	KCNMA1	0.99
chr10	79550548	79686378	DLG5	0.98
chr10	80828791	81076276	ZMIZ1	0.97
chr10	87359311	88126250	GRID1	0.96
chr10	88195012	88281572	WAPAL	0.99
chr10	88516406	88692595	BMPR1A	0.93
chr10	90694830	90751147	ACTA2	0.97
chr10	90750413	90775542	FAS	0.93
chr10	93170095	93274586	HECTD2	0.88
chr10	93558068	93625033	TNKS2	0.94
chr10	93683525	93790082	BTAF1	0.99
chr10	93806448	94050844	CPEB3	0.98
chr10	94050919	94113721	MARCH5	0.95
chr10	94211440	94333833	IDE	0.89
chr10	94353042	94415150	KIF11	0.97
chr10	95351443	95361501	RBP4	0.87
chr10	95517565	95557916	LGI1	0.86
chr10	96305546	96373662	HELLS	0.95
chr10	97951457	98031344	BLNK	0.92
chr10	98277865	98347209	TM9SF3	0.97
chr10	98353068	98480271	PIK3AP1	0.95
chr10	98757794	98945677	SLIT1	0.98
chr10	101292689	101296278	NKX2-3	0.94
chr10	101370281	101380366	SLC25A28	0.89
chr10	101948054	101989376	CHUK	0.92
chr10	102106880	102124591	SCD	0.89
chr10	102495359	102589698	PAX2	0.99
chr10	102889256	102897545	TLX1	0.97
chr10	102986732	102989551	LBX1	0.86
chr10	103544199	103578696	MGEA5	0.96
chr10	103867316	103880210	LDB1	0.94
chr10	103892786	103910082	PPRC1	0.92
chr10	103989942	104001231	PITX3	0.94
chr10	104153866	104162281	NFKB2	0.92
chr10	104162375	104181296	PSD	0.9
chr10	104238985	104262482	ACTR1A	0.89
chr10	104263743	104393292	SUFU	0.97
chr10	104678049	104849978	CNNM2	0.97
chr10	105348284	105615301	SH3PXD2A	0.99
chr10	105726958	105788991	SLK	0.91
chr10	108333420	108924292	SORCS1	0.94
chr10	111624523	111683311	XPNPEP1	0.87
chr10	112050487	112064709	SMNDC1	0.97
chr10	112327448	112364394	SMC3	1.0
chr10	112404154	112599227	RBM20	0.98
chr10	112631564	112659764	PDCD4	0.89
chr10	112679300	112773425	SHOC2	0.95
chr10	114710008	114927437	TCF7L2	0.99
chr10	115614419	115676953	NHLRC2	0.87
chr10	115939028	115992063	TDRD1	0.97
chr10	116054582	116164515	AFAP1L2	0.9
chr10	116190871	116444762	ABLIM1	0.98
chr10	116581502	116659591	FAM160B1	0.92
chr10	116853123	117708503	ATRNL1	0.88
chr10	117816443	118032979	GFRA1	0.91
chr10	118430702	118502085	HSPA12A	0.99
chr10	118643741	118886097	KIAA1598	0.93
chr10	118888031	118897812	VAX1	0.98
chr10	119000603	119038941	SLC18A2	0.92
chr10	119039999	119134978	PDZD8	0.97
chr10	119301954	119309056	EMX2	0.98
chr10	119764426	119806114	RAB11FIP2	0.94
chr10	120433678	120514761	CACUL1	0.91
chr10	120794355	120840316	EIF3A	0.99
chr10	120967100	121215131	GRK5	0.97
chr10	121259339	121302220	RGS10	0.93
chr10	121334198	121356541	TIAL1	1.0
chr10	121588971	121652068	MCMBP	0.98
chr10	121652222	121702014	SEC23IP	0.87
chr10	123237847	123357972	FGFR2	0.99
chr10	123748688	124014060	TACC2	0.9
chr10	124221040	124274424	HTRA1	0.86
chr10	124750321	124768333	IKZF5	0.94
chr10	124768494	124817827	ACADSB	0.93
chr10	124895477	124897257	HMX3	0.92
chr10	124913792	124924886	BUB3	0.99
chr10	126150402	126306457	LHPP	0.88
chr10	126307860	126432838	FAM53B	0.87
chr10	126630691	126676758	ZRANB1	0.98
chr10	127408083	127452712	C10orf137	0.91
chr10	127477145	127511817	UROS	0.92
chr10	127512114	127542264	BCCIP	0.97
chr10	127524905	127585005	DHX32	0.92
chr10	127700949	128077024	ADAM12	0.94
chr10	128593977	129250781	DOCK1	0.98
chr10	128933693	128994422	FAM196A	0.99
chr10	129535498	129539450	FOXI2	0.97
chr10	129705324	129884119	PTPRE	0.9
chr10	131265447	131566271	MGMT	0.94
chr10	131633546	131762105	EBF3	1.0
chr10	131934662	131982785	GLRX3	0.98
chr10	132890653	133109984	TCERG1L	0.9
chr10	133781577	133795435	BNIP3	0.95
chr10	133918174	133998313	JAKMIP3	0.93
chr10	134000403	134019280	DPYSL4	0.86
chr10	134020995	134145351	STK32C	0.95
chr10	134210671	134231367	PWWP2B	0.88
chr10	134351323	134596979	INPP5A	0.99
chr10	134598296	134599556	NKX6-2	0.95
chr10	134884432	134945179	GPR123	0.87
chr10	134973950	135039916	KNDC1	0.89
chr10	135043777	135045062	UTF1	0.95
chr10	135093134	135125841	TUBGCP2	0.88
chr10	135175983	135187193	ECHS1	0.88
chr10	135207597	135234811	MTG1	0.89
chr10	135333909	135374724	CYP2E1	0.98
chr11	236545	252983	PSMD13	0.97
chr11	924893	1012239	AP2A2	0.86
chr11	2150341	2170833	IGF2	0.95
chr11	2465913	2870339	KCNQ1	0.95
chr11	2904442	2907111	CDKN1C	0.98
chr11	2965666	3013607	NAP1L4	0.99
chr11	3692312	3819022	NUP98	0.99
chr11	3818953	3847601	PGAP2	0.92
chr11	3875756	4114439	STIM1	0.97
chr11	4115936	4160106	RRM1	1.0
chr11	6232564	6255941	FAM160A2	0.9
chr11	6469842	6495689	TRIM3	0.91
chr11	6642555	6677085	DCHS1	0.96
chr11	7260008	7490273	SYT9	0.88
chr11	7534528	7678358	PPFIBP2	0.86
chr11	8245850	8290263	LMO1	0.93
chr11	8703957	8736306	RPL27A	0.98
chr11	8714897	8932498	ST5	0.99
chr11	9406168	9469673	IPO7	0.99
chr11	9481865	9550071	ZNF143	0.94
chr11	9595227	9615004	WEE1	0.98
chr11	9800213	10315754	SBF2	0.88
chr11	10772533	10801290	CTR9	0.99
chr11	10818596	10830657	EIF4G2	0.99
chr11	11292422	11643552	GALNT18	0.92
chr11	11862969	11980870	USP47	0.99
chr11	12695968	12966298	TEAD1	0.99
chr11	13298198	13408813	ARNTL	0.99
chr11	13690216	13753893	FAR1	0.98
chr11	14299471	14386052	RRAS2	0.94
chr11	14464985	14521573	COPB1	0.99
chr11	14515328	14665181	PSMA1	0.99
chr11	14988213	14993900	CALCA	0.93
chr11	15987994	16761138	SOX6	0.97
chr11	16799841	17035990	PLEKHA7	0.92
chr11	17095935	17099334	RPS13	0.97
chr11	17099276	17229530	PIK3C2A	0.88
chr11	17741114	17743678	MYOD1	0.87
chr11	17756358	17804602	KCNC1	0.91
chr11	18343841	18388591	GTF2H1	0.98
chr11	18489882	18548779	TSG101	0.88
chr11	18627947	18656338	SPTY2D1	0.86
chr11	19245609	19263167	E2F8	0.97
chr11	19372270	20143144	NAV2	1.0
chr11	20177700	20182159	DBX1	0.96
chr11	27387507	27494322	LGR4	0.97
chr11	27676439	27743605	BDNF	0.86
chr11	30031287	30038570	KCNA4	0.89
chr11	30406039	30608419	MPPED2	0.92
chr11	31806339	31839509	PAX6	0.97
chr11	32409320	32457176	WT1	0.98
chr11	32914723	33014862	QSER1	0.97
chr11	33098733	33183917	CSTF3	0.97
chr11	33278217	33378569	HIPK3	0.86
chr11	34073229	34122703	CAPRIN1	0.98
chr11	34172534	34379555	ABTB2	0.89
chr11	35272752	35441610	SLC1A2	0.91
chr11	36508576	36531822	TRAF6	0.94
chr11	43333512	43366079	API5	0.95
chr11	43380481	43516483	TTC17	0.92
chr11	45115563	45247734	PRDM11	0.93
chr11	45950870	46142985	PHF21A	0.99
chr11	46299211	46342972	CREB3L1	0.89
chr11	46417963	46615675	AMBRA1	0.92
chr11	46764597	46867847	CKAP5	0.98
chr11	47487495	47587121	CELF1	0.91
chr11	47738071	47788995	FNBP4	0.96
chr11	57364859	57382326	SERPING1	0.87
chr11	57435218	57468659	ZDHHC5	0.93
chr11	57520714	57587018	CTNND1	0.92
chr11	58346583	58388515	ZFP91	0.88
chr11	59341870	59383617	OSBP	0.9
chr11	59404188	59436453	PATL1	0.89
chr11	61066922	61110068	DDB1	0.94
chr11	61520113	61555990	MYRF	0.88
chr11	62327072	62342401	EEF1G	0.89
chr11	62360685	62369312	MTA2	0.86
chr11	62392297	62414104	GANAB	0.9
chr11	63606399	63678491	MARK2	0.9
chr11	64532077	64546258	SF1	0.91
chr11	66886739	67025558	KDM2A	0.99
chr11	67922329	67981295	SUV420H1	0.94
chr11	68080076	68216743	LRP5	0.89
chr11	68228185	68382802	PPP6R3	0.91
chr11	69455854	69469242	CCND1	0.87
chr11	69924407	70035634	ANO1	0.95
chr11	70116805	70230509	PPFIA1	0.96
chr11	71713909	71791739	NUMA1	0.93
chr11	72287184	72385635	PDE2A	0.87
chr11	73019333	73080136	ARHGEF17	0.9
chr11	75110529	75133324	RPS3	0.95
chr11	76060999	76092015	PRKRIR	0.9
chr11	76155966	76264069	C11orf30	0.97
chr11	77371040	77532063	RSF1	0.97
chr11	78363875	79151992	TENM4	0.99
chr11	82684174	82782965	RAB30	0.87
chr11	82868029	82898493	PCF11	0.99
chr11	83166054	85338966	DLG2	0.99
chr11	85668726	85780924	PICALM	0.98
chr11	85955585	85989855	EED	0.9
chr11	86656720	86666433	FZD4	0.99
chr11	95709761	96076344	MAML2	0.96
chr11	100558383	100862668	ARHGAP42	0.96
chr11	101981191	102104154	YAP1	0.99
chr11	102391238	102401484	MMP7	0.86
chr11	102932804	102962944	DCUN1D5	0.93
chr11	107879458	107978503	CUL5	0.99
chr11	108027941	108093369	NPAT	0.97
chr11	108093210	108239829	ATM	0.88
chr11	109964086	110042566	ZC3H12C	0.99
chr11	110045604	110167447	RDX	0.98
chr11	111169564	111179460	COLCA2	0.94
chr11	111473114	111601577	SIK2	0.98
chr11	112831996	113149158	NCAM1	0.97
chr11	113668595	113746292	USP28	0.87
chr11	113930314	114121398	ZBTB16	0.98
chr11	114270751	114284925	RBM7	0.91
chr11	115039937	115375675	CADM1	0.98
chr11	116714117	116969153	SIK3	0.98
chr11	117014982	117047610	PAFAH1B2	0.9
chr11	117103340	117157161	RNF214	0.95
chr11	117156401	117186975	BACE1	0.92
chr11	117298488	117688240	DSCAML1	0.98
chr11	118307204	118397539	KMT2A	1.0
chr11	118443104	118473748	ARCN1	0.97
chr11	118477154	118528741	PHLDB1	0.91
chr11	118620033	118661858	DDX6	0.95
chr11	118764583	118796317	BCL9L	0.97
chr11	118886421	118889401	RPS25	0.91
chr11	118972907	118989252	C2CD2L	0.89
chr11	119981982	120056237	TRIM29	0.86
chr11	120107348	120190653	POU2F3	0.91
chr11	120207786	120360645	ARHGEF12	1.0
chr11	120382467	120859613	GRIK4	0.96
chr11	120894780	120961484	TBCEL	0.98
chr11	121322911	121504402	SORL1	0.94
chr11	122848277	122852428	BSX	0.96
chr11	122928196	122933938	HSPA8	0.97
chr11	123301057	123306427	AP000783.1	0.91
chr11	123396343	123498482	GRAMD1B	0.9
chr11	124622025	124632186	ESAM	0.87
chr11	124636393	124670569	MSANTD2	0.96
chr11	125034582	125303285	PKNOX2	0.99
chr11	125315645	125366213	FEZ1	0.93
chr11	125439111	125454575	EI24	0.93
chr11	125461606	125495110	STT3A	0.93
chr11	126293253	126873355	KIRREL3	0.98
chr11	128328655	128457453	ETS1	0.99
chr11	128556429	128683162	FLI1	1.0
chr11	128761250	128790930	KCNJ5	0.94
chr11	128834954	129149219	ARHGAP32	0.92
chr11	129245834	129322171	BARX2	0.95
chr11	129733530	129765485	NFRKB	0.97
chr11	129769600	129872730	PRDM10	0.98
chr11	129939731	130014699	APLP2	0.98
chr11	130029456	130080271	ST14	0.97
chr11	130096571	130184581	ZBTB44	0.99
chr11	131240372	132206716	NTM	0.98
chr11	132284870	133402414	OPCML	0.98
chr11	133778458	133826880	IGSF9B	0.99
chr11	134020013	134095348	NCAPD3	0.88
chr11	134094538	134117686	VPS26B	0.99
chr11	134123388	134135749	ACAD8	0.87
chr11	134144138	134189458	GLB1L3	0.88
